cvegeo,estado,municipio,n_estab,empleo,comercio,servicios,industria,alimentos,resiliencia,altas_recientes,indicadoras
20142,Oaxaca,San Francisco Huehuetlán,73,301,40,14,14,5,0.827,0,0
20143,Oaxaca,San Francisco Ixhuatán,798,3135,276,140,222,160,0.974,3,0
20144,Oaxaca,San Francisco Jaltepetongo,52,205,9,15,26,2,0.818,1,0
20145,Oaxaca,San Francisco Lachigoló,477,2021,182,125,105,65,0.955,8,0
20146,Oaxaca,San Francisco Logueche,167,558,30,13,120,4,0.602,0,0
20147,Oaxaca,San Francisco Nuxaño,38,141,15,11,11,1,0.851,0,0
20148,Oaxaca,San Francisco Ozolotepec,46,192,28,12,4,2,0.722,0,0
20149,Oaxaca,San Francisco Sola,104,351,43,25,24,12,0.934,0,0
20150,Oaxaca,San Francisco Telixtlahuaca,1119,3998,570,233,152,164,0.882,9,0
20151,Oaxaca,San Francisco Teopan,49,169,6,9,34,0,0.593,0,0
20152,Oaxaca,San Francisco Tlapancingo,60,229,31,17,8,4,0.828,0,0
20153,Oaxaca,San Gabriel Mixtepec,485,1803,163,85,120,117,0.981,4,0
20154,Oaxaca,San Ildefonso Amatlán,44,181,19,11,8,6,0.931,0,0
20155,Oaxaca,San Ildefonso Sola,50,349,14,17,14,5,0.945,0,0
20156,Oaxaca,San Ildefonso Villa Alta,188,857,70,68,22,28,0.916,2,0
20157,Oaxaca,San Jacinto Amilpas,1125,6272,440,372,140,173,0.924,11,0
20158,Oaxaca,San Jacinto Tlacotepec,78,348,43,21,3,11,0.781,1,0
20159,Oaxaca,San Jerónimo Coatlán,55,190,28,12,5,10,0.868,2,0
20160,Oaxaca,San Jerónimo Silacayoapilla,85,317,38,15,27,5,0.863,0,0
20161,Oaxaca,San Jerónimo Sosola,26,105,2,10,13,1,0.748,0,0
20162,Oaxaca,San Jerónimo Taviche,100,352,61,18,15,6,0.767,3,0
20163,Oaxaca,San Jerónimo Tecóatl,117,422,53,25,29,10,0.898,2,0
20164,Oaxaca,San Jorge Nuchita,108,378,70,16,12,10,0.742,1,0
20165,Oaxaca,San José Ayuquila,146,533,40,20,82,4,0.757,0,0
20166,Oaxaca,San José Chiltepec,362,1336,154,79,71,58,0.944,3,0
20167,Oaxaca,San José del Peñasco,61,210,13,14,30,4,0.862,1,0
20168,Oaxaca,San José Estancia Grande,62,233,30,18,11,3,0.839,0,0
20169,Oaxaca,San José Independencia,209,691,54,17,127,11,0.73,1,0
20170,Oaxaca,San José Lachiguiri,227,740,57,21,140,9,0.716,2,0
20171,Oaxaca,San José Tenango,303,1067,169,56,43,35,0.84,3,0
20172,Oaxaca,San Juan Achiutla,34,127,11,17,6,0,0.734,1,0
20173,Oaxaca,San Juan Atepec,103,504,55,27,14,7,0.822,1,0
20174,Oaxaca,Ánimas Trujano,307,1422,154,85,17,51,0.837,3,0
20175,Oaxaca,San Juan Bautista Atatlahuca,44,147,17,14,8,5,0.93,1,0
20176,Oaxaca,San Juan Bautista Coixtlahuaca,178,688,69,48,31,30,0.956,2,0
20177,Oaxaca,San Juan Bautista Cuicatlán,603,2555,248,189,57,109,0.91,5,0
20178,Oaxaca,San Juan Bautista Guelache,44,263,21,14,8,1,0.803,0,0
20179,Oaxaca,San Juan Bautista Jayacatlán,114,440,60,23,25,6,0.828,1,0
20180,Oaxaca,San Juan Bautista Lo de Soto,163,649,82,36,31,14,0.87,1,0
20181,Oaxaca,San Juan Bautista Suchitepec,25,92,7,10,6,2,0.914,1,0
20182,Oaxaca,San Juan Bautista Tlacoatzintepec,89,331,29,14,45,1,0.759,1,0
20183,Oaxaca,San Juan Bautista Tlachichilco,68,248,27,11,27,3,0.841,0,0
20184,Oaxaca,San Juan Bautista Tuxtepec,8519,43620,3558,2684,855,1422,0.908,100,1
20185,Oaxaca,San Juan Cacahuatepec,504,1932,237,140,46,81,0.882,3,0
20186,Oaxaca,San Juan Cieneguilla,38,141,15,16,2,5,0.832,0,0
20187,Oaxaca,San Juan Coatzóspam,55,224,19,25,8,3,0.84,1,0
20188,Oaxaca,San Juan Colorado,521,1778,174,59,260,28,0.806,1,0
20189,Oaxaca,San Juan Comaltepec,61,188,17,29,10,5,0.874,4,0
20190,Oaxaca,San Juan Cotzocón,1469,5277,355,211,813,90,0.808,10,0
20191,Oaxaca,San Juan Chicomezúchil,27,96,9,11,3,4,0.908,0,0
20192,Oaxaca,San Juan Chilateca,135,442,37,27,60,11,0.895,2,0
20193,Oaxaca,San Juan del Estado,163,650,88,39,24,12,0.829,0,0
20194,Oaxaca,San Juan del Río,429,1391,57,30,335,7,0.515,0,0
20195,Oaxaca,San Juan Diuxi,85,307,38,17,22,8,0.905,0,0
20196,Oaxaca,San Juan Evangelista Analco,31,120,4,15,7,5,0.899,1,0
20197,Oaxaca,San Juan Guelavía,525,1749,166,76,206,77,0.932,1,0
20198,Oaxaca,San Juan Guichicovi,679,2624,141,76,398,64,0.799,4,0
20199,Oaxaca,San Juan Ihualtepec,27,98,14,7,3,3,0.85,1,0
20200,Oaxaca,San Juan Juquila Mixes,131,501,75,18,29,9,0.801,0,0
20201,Oaxaca,San Juan Juquila Vijanos,36,118,16,16,4,0,0.696,0,0
20202,Oaxaca,San Juan Lachao,464,1735,140,103,127,94,0.991,8,0
20203,Oaxaca,San Juan Lachigalla,85,312,15,16,50,4,0.776,2,0
20204,Oaxaca,San Juan Lajarcia,32,178,10,11,7,4,0.954,0,0
20205,Oaxaca,San Juan Lalana,39,194,11,13,8,7,0.978,0,0
20206,Oaxaca,San Juan de los Cués,86,332,36,22,13,15,0.94,0,0
20207,Oaxaca,San Juan Mazatlán,111,414,50,24,20,17,0.928,2,0
20208,Oaxaca,San Juan Mixtepec,298,997,150,68,30,50,0.875,2,0
20209,Oaxaca,San Juan Mixtepec,42,173,9,13,17,3,0.9,1,0
20210,Oaxaca,San Juan Ñumí,77,268,30,27,8,12,0.909,2,0
20211,Oaxaca,San Juan Ozolotepec,32,135,14,10,3,5,0.892,0,0
20212,Oaxaca,San Juan Petlapa,39,149,16,18,3,2,0.773,2,0
20213,Oaxaca,San Juan Quiahije,172,676,96,32,22,22,0.84,0,0
20214,Oaxaca,San Juan Quiotepec,122,413,56,25,23,18,0.923,1,0
20215,Oaxaca,San Juan Sayultepec,42,173,15,14,11,2,0.887,0,0
20216,Oaxaca,San Juan Tabaá,61,257,23,25,8,5,0.869,1,0
20217,Oaxaca,San Juan Tamazola,38,335,14,18,4,2,0.803,0,0
20218,Oaxaca,San Juan Teita,74,294,13,14,46,1,0.703,0,0
20219,Oaxaca,San Juan Teitipac,407,1314,109,39,231,28,0.781,2,0
20220,Oaxaca,San Juan Tepeuxila,28,166,10,12,3,3,0.872,1,0
20221,Oaxaca,San Juan Teposcolula,29,131,13,11,3,2,0.827,0,0
20222,Oaxaca,San Juan Yaeé,97,318,22,16,57,2,0.74,0,0
20223,Oaxaca,San Juan Yatzona,38,286,16,12,5,5,0.91,0,0
20224,Oaxaca,San Juan Yucuita,31,130,9,10,11,1,0.867,0,0
20225,Oaxaca,San Lorenzo,126,439,50,24,43,9,0.893,1,0
20226,Oaxaca,San Lorenzo Albarradas,179,572,60,33,71,15,0.904,1,0
20227,Oaxaca,San Lorenzo Cacaotepec,1230,6502,557,334,160,179,0.908,20,0
20228,Oaxaca,San Lorenzo Cuaunecuiltitla,53,230,30,11,8,4,0.814,0,0
20229,Oaxaca,San Lorenzo Texmelúcan,98,395,56,21,8,13,0.81,3,0
20230,Oaxaca,San Lorenzo Victoria,35,120,15,10,6,4,0.917,1,0
20231,Oaxaca,San Lucas Camotlán,106,447,63,23,9,11,0.783,0,0
20232,Oaxaca,San Lucas Ojitlán,881,3211,167,115,525,74,0.792,8,0
20233,Oaxaca,San Lucas Quiaviní,129,468,61,21,41,6,0.834,0,0
20234,Oaxaca,San Lucas Zoquiápam,58,218,34,14,6,4,0.776,1,0
20235,Oaxaca,San Luis Amatlán,168,608,27,16,120,5,0.622,1,0
20236,Oaxaca,San Marcial Ozolotepec,49,174,21,14,12,2,0.863,0,0
20237,Oaxaca,San Marcos Arteaga,127,428,54,29,17,27,0.937,0,0
20238,Oaxaca,San Martín de los Cansecos,65,232,18,15,16,16,0.998,2,0
20239,Oaxaca,San Martín Huamelúlpam,26,117,8,12,2,4,0.869,0,0
20240,Oaxaca,San Martín Itunyoso,46,153,17,12,16,1,0.843,0,0
20241,Oaxaca,San Martín Lachilá,150,512,64,23,50,13,0.887,0,0
20242,Oaxaca,San Martín Peras,306,1026,201,48,26,31,0.727,3,0
20243,Oaxaca,San Martín Tilcajete,287,1243,58,29,193,7,0.658,0,0
20244,Oaxaca,San Martín Toxpalan,178,676,82,41,24,31,0.916,0,0
20245,Oaxaca,San Martín Zacatepec,35,127,21,10,1,3,0.704,0,0
20246,Oaxaca,San Mateo Cajonos,133,485,20,26,81,6,0.754,0,0
20247,Oaxaca,Capulálpam de Méndez,146,637,51,40,34,21,0.967,0,0
20248,Oaxaca,San Mateo del Mar,989,3687,335,96,466,92,0.843,4,0
20249,Oaxaca,San Mateo Yoloxochitlán,214,772,121,49,32,12,0.798,1,0
20250,Oaxaca,San Mateo Etlatongo,63,226,21,16,18,8,0.962,0,0
20251,Oaxaca,San Mateo Nejápam,58,226,35,10,11,2,0.75,0,0
20252,Oaxaca,San Mateo Peñasco,115,414,55,14,31,15,0.886,0,0
20253,Oaxaca,San Mateo Piñas,56,190,21,11,14,10,0.968,0,0
20254,Oaxaca,San Mateo Río Hondo,98,370,34,19,25,20,0.98,2,0
20255,Oaxaca,San Mateo Sindihui,198,713,100,22,56,20,0.85,0,0
20256,Oaxaca,San Mateo Tlapiltepec,20,82,7,9,4,0,0.756,0,0
20257,Oaxaca,San Melchor Betaza,47,183,12,21,13,1,0.827,2,0
20258,Oaxaca,San Miguel Achiutla,43,156,15,16,9,3,0.9,1,0
20259,Oaxaca,San Miguel Ahuehuetitlán,169,651,62,32,67,8,0.861,1,0
20260,Oaxaca,San Miguel Aloápam,109,435,70,21,12,6,0.724,2,0
20261,Oaxaca,San Miguel Amatitlán,77,340,31,18,25,3,0.864,1,0
20262,Oaxaca,San Miguel Amatlán,126,502,34,53,17,22,0.932,1,0
20263,Oaxaca,San Miguel Coatlán,159,717,57,36,52,14,0.926,1,0
20264,Oaxaca,San Miguel Chicahua,47,200,16,10,18,3,0.894,1,0
20265,Oaxaca,San Miguel Chimalapa,123,478,60,19,29,15,0.892,1,0
20266,Oaxaca,San Miguel del Puerto,374,1289,142,106,40,86,0.939,1,0
20267,Oaxaca,San Miguel del Río,27,120,9,11,7,0,0.781,0,0
20268,Oaxaca,San Miguel Ejutla,65,288,26,23,12,4,0.878,1,0
20269,Oaxaca,San Miguel el Grande,226,870,116,63,16,31,0.836,1,0
20270,Oaxaca,San Miguel Huautla,150,537,18,18,112,2,0.566,1,0
20271,Oaxaca,San Miguel Mixtepec,52,198,14,20,11,7,0.952,0,0
20272,Oaxaca,San Miguel Panixtlahuaca,497,1759,197,54,135,111,0.935,1,0
20273,Oaxaca,San Miguel Peras,108,366,50,28,19,11,0.898,2,0
20274,Oaxaca,San Miguel Piedras,80,272,12,18,48,2,0.735,0,0
20275,Oaxaca,San Miguel Quetzaltepec,278,1001,178,47,30,23,0.745,1,0
20276,Oaxaca,San Miguel Santa Flor,38,141,18,12,6,2,0.84,1,0
20277,Oaxaca,Villa Sola de Vega,459,1764,224,133,33,69,0.853,5,0
20278,Oaxaca,San Miguel Soyaltepec,1223,4349,316,145,611,151,0.871,19,0
20279,Oaxaca,San Miguel Suchixtepec,165,554,71,23,57,14,0.876,0,0
20280,Oaxaca,Villa Talea de Castro,196,635,78,57,35,26,0.939,4,0
20281,Oaxaca,San Miguel Tecomatlán,32,111,8,16,6,2,0.851,0,0
20282,Oaxaca,San Miguel Tenango,54,192,28,14,11,1,0.785,0,0
20283,Oaxaca,San Miguel Tequixtepec,98,415,26,17,50,5,0.83,0,0
20284,Oaxaca,San Miguel Tilquiápam,297,996,62,22,206,7,0.622,1,0
20285,Oaxaca,San Miguel Tlacamama,256,822,86,44,77,49,0.972,3,0
20286,Oaxaca,San Miguel Tlacotepec,189,723,87,42,30,30,0.92,2,0
20287,Oaxaca,San Miguel Tulancingo,25,124,3,11,8,3,0.891,0,0
20288,Oaxaca,San Miguel Yotao,15,82,3,11,1,0,0.526,0,0
20289,Oaxaca,San Nicolás,46,163,18,13,12,3,0.904,1,0
20290,Oaxaca,San Nicolás Hidalgo,81,265,39,25,7,10,0.855,1,0
20291,Oaxaca,San Pablo Coatlán,64,241,23,13,15,13,0.978,0,0
20292,Oaxaca,San Pablo Cuatro Venados,20,97,5,12,1,2,0.745,0,0
20293,Oaxaca,San Pablo Etla,455,2983,194,131,63,67,0.922,9,0
20294,Oaxaca,San Pablo Huitzo,505,1826,221,128,78,78,0.928,6,0
20295,Oaxaca,San Pablo Huixtepec,1123,4262,512,290,170,151,0.911,6,0
20296,Oaxaca,San Pablo Macuiltianguis,41,160,15,16,8,2,0.867,0,0
20297,Oaxaca,San Pablo Tijaltepec,72,272,27,22,20,3,0.879,0,0
20298,Oaxaca,San Pablo Villa de Mitla,2174,7298,744,217,1031,182,0.836,14,0
20299,Oaxaca,San Pablo Yaganiza,355,1161,61,34,238,22,0.698,0,0
20300,Oaxaca,San Pedro Amuzgos,899,2850,212,85,546,56,0.75,5,1
20301,Oaxaca,San Pedro Apóstol,156,527,69,41,32,14,0.904,0,0
20302,Oaxaca,San Pedro Atoyac,185,609,62,24,65,34,0.945,0,0
20303,Oaxaca,San Pedro Cajonos,260,896,57,38,148,17,0.803,1,0
20304,Oaxaca,San Pedro Coxcaltepec Cántaros,23,143,6,14,3,0,0.662,0,0
20305,Oaxaca,San Pedro Comitancillo,450,1767,166,72,135,77,0.955,3,0
20306,Oaxaca,San Pedro el Alto,80,292,51,13,8,8,0.752,0,0
20307,Oaxaca,San Pedro Huamelula,276,1087,95,52,84,45,0.966,2,0
20308,Oaxaca,San Pedro Huilotepec,281,979,109,40,72,60,0.955,0,0
20309,Oaxaca,San Pedro Ixcatlán,738,2537,151,46,463,78,0.741,12,0
20310,Oaxaca,San Pedro Ixtlahuaca,349,1274,151,78,84,36,0.919,7,0
20311,Oaxaca,San Pedro Jaltepetongo,124,419,6,14,103,1,0.423,0,0
20312,Oaxaca,San Pedro Jicayán,420,1561,165,90,126,39,0.923,6,0
20313,Oaxaca,San Pedro Jocotipac,309,996,37,17,254,1,0.428,1,0
20314,Oaxaca,San Pedro Juchatengo,376,1242,112,80,68,116,0.983,5,0
20315,Oaxaca,San Pedro Mártir,112,397,43,16,49,4,0.812,1,0
20316,Oaxaca,San Pedro Mártir Quiechapa,77,350,31,19,22,5,0.9,1,0
20317,Oaxaca,San Pedro Mártir Yucuxaco,32,113,16,12,3,1,0.754,0,0
20318,Oaxaca,San Pedro Mixtepec,6765,31083,2638,1830,917,1380,0.949,84,0
20319,Oaxaca,San Pedro Mixtepec,62,206,23,9,25,5,0.878,0,0
20320,Oaxaca,San Pedro Molinos,38,168,14,12,10,2,0.893,1,0
20321,Oaxaca,San Pedro Nopala,22,98,9,10,3,0,0.718,1,0
20322,Oaxaca,San Pedro Ocopetatillo,50,207,23,12,11,4,0.891,2,0
20323,Oaxaca,San Pedro Ocotepec,64,490,40,17,3,4,0.694,0,0
20324,Oaxaca,San Pedro Pochutla,3810,16771,1470,940,582,818,0.959,49,0
20325,Oaxaca,San Pedro Quiatoni,606,2243,328,100,141,37,0.822,3,0
20326,Oaxaca,San Pedro Sochiápam,109,447,47,25,23,14,0.932,2,0
20327,Oaxaca,San Pedro Tapanatepec,958,4533,382,216,164,196,0.959,6,0
20328,Oaxaca,San Pedro Taviche,394,1278,16,8,369,1,0.206,0,0
20329,Oaxaca,San Pedro Teozacoalco,91,310,29,13,39,10,0.9,2,0
20330,Oaxaca,San Pedro Teutila,130,464,47,20,46,17,0.93,1,0
20331,Oaxaca,San Pedro Tidaá,191,615,38,25,119,9,0.74,1,0
20332,Oaxaca,San Pedro Topiltepec,17,73,5,8,3,1,0.857,0,0
20333,Oaxaca,San Pedro Totolápam,182,1106,78,45,31,28,0.936,1,0
20334,Oaxaca,Villa de Tututepec,4327,16562,1814,914,785,814,0.95,46,1
20335,Oaxaca,San Pedro Yaneri,35,177,13,14,7,1,0.835,1,0
20336,Oaxaca,San Pedro Yólox,47,255,15,20,7,5,0.902,0,0
20337,Oaxaca,San Pedro y San Pablo Ayutla,470,1977,212,136,41,81,0.89,5,0
20338,Oaxaca,Villa de Etla,1141,5155,466,354,143,178,0.923,14,0
20339,Oaxaca,San Pedro y San Pablo Teposcolula,357,1574,158,103,39,57,0.905,4,0
20340,Oaxaca,San Pedro y San Pablo Tequixtepec,67,223,21,17,20,9,0.968,0,0
20341,Oaxaca,San Pedro Yucunama,22,93,5,16,1,0,0.511,0,0
20342,Oaxaca,San Raymundo Jalpan,229,906,117,40,18,54,0.857,1,0
20343,Oaxaca,San Sebastián Abasolo,144,527,60,39,31,14,0.92,0,0
20344,Oaxaca,San Sebastián Coatlán,111,394,49,30,19,13,0.915,1,0
20345,Oaxaca,San Sebastián Ixcapa,140,523,60,27,28,25,0.945,2,0
20346,Oaxaca,San Sebastián Nicananduta,401,1299,78,28,280,15,0.633,0,0
20347,Oaxaca,San Sebastián Río Hondo,184,599,57,16,103,8,0.748,0,0
20348,Oaxaca,San Sebastián Tecomaxtlahuaca,302,1143,158,71,34,39,0.858,2,0
20349,Oaxaca,San Sebastián Teitipac,171,567,54,19,84,14,0.838,0,0
20350,Oaxaca,San Sebastián Tutla,1022,5017,404,309,112,197,0.929,11,0
20351,Oaxaca,San Simón Almolongas,90,329,41,27,16,6,0.871,0,0
20352,Oaxaca,San Simón Zahuatlán,115,419,27,15,69,4,0.742,0,0
20353,Oaxaca,Santa Ana,139,496,46,13,70,10,0.81,0,0
20354,Oaxaca,Santa Ana Ateixtlahuaca,25,97,7,9,7,2,0.925,1,0
20355,Oaxaca,Santa Ana Cuauhtémoc,39,149,13,9,14,3,0.916,1,0
20356,Oaxaca,Santa Ana del Valle,462,1630,96,58,289,19,0.73,0,0
20357,Oaxaca,Santa Ana Tavela,62,230,23,15,19,5,0.921,1,0
20358,Oaxaca,Santa Ana Tlapacoyan,72,265,38,15,10,9,0.864,1,0
20359,Oaxaca,Santa Ana Yareni,46,224,23,15,7,1,0.78,0,0
20360,Oaxaca,Santa Ana Zegache,261,899,121,51,58,31,0.911,1,0
20361,Oaxaca,Santa Catalina Quierí,37,153,24,9,3,1,0.668,0,0
20362,Oaxaca,Santa Catarina Cuixtla,90,373,24,25,22,19,0.996,0,0
20363,Oaxaca,Santa Catarina Ixtepeji,236,1013,76,54,42,64,0.984,2,0
20364,Oaxaca,Santa Catarina Juquila,1718,5989,850,261,277,330,0.898,9,0
20365,Oaxaca,Santa Catarina Lachatao,92,348,29,37,16,10,0.92,1,0
20366,Oaxaca,Santa Catarina Loxicha,204,695,121,33,33,17,0.798,0,0
20367,Oaxaca,Santa Catarina Mechoacán,475,1543,127,48,236,64,0.867,2,0
20368,Oaxaca,Santa Catarina Minas,123,489,44,21,46,12,0.912,1,0
20369,Oaxaca,Santa Catarina Quiané,171,599,71,44,34,22,0.937,1,0
20370,Oaxaca,Santa Catarina Tayata,38,153,14,17,3,4,0.84,0,0
20371,Oaxaca,Santa Catarina Ticuá,79,313,31,27,12,9,0.914,0,0
20372,Oaxaca,Santa Catarina Yosonotú,67,238,34,24,2,7,0.759,0,0
20373,Oaxaca,Santa Catarina Zapoquila,49,169,9,13,27,0,0.715,0,0
20374,Oaxaca,Santa Cruz Acatepec,52,210,28,12,9,3,0.822,1,0
20375,Oaxaca,Santa Cruz Amilpas,766,2936,317,219,120,110,0.932,3,0
20376,Oaxaca,Santa Cruz de Bravo,28,101,14,11,2,1,0.737,0,0
20377,Oaxaca,Santa Cruz Itundujia,229,904,105,54,31,39,0.916,2,0
20378,Oaxaca,Santa Cruz Mixtepec,141,490,54,25,48,14,0.916,1,0
20379,Oaxaca,Santa Cruz Nundaco,70,264,41,20,6,3,0.733,0,0
20380,Oaxaca,Santa Cruz Papalutla,345,1217,60,36,221,28,0.742,1,0
20381,Oaxaca,Santa Cruz Tacache de Mina,257,921,145,48,40,24,0.828,3,0
20382,Oaxaca,Santa Cruz Tacahua,61,257,35,13,8,5,0.808,0,0
20383,Oaxaca,Santa Cruz Tayata,14,76,7,5,2,0,0.716,0,0
20384,Oaxaca,Santa Cruz Xitla,496,1591,100,26,359,11,0.574,1,0
20385,Oaxaca,Santa Cruz Xoxocotlán,5579,26417,2294,1751,718,816,0.919,64,0
20386,Oaxaca,Santa Cruz Zenzontepec,119,517,63,39,2,15,0.744,3,0
20387,Oaxaca,Santa Gertrudis,275,901,120,65,45,45,0.934,0,0
20388,Oaxaca,Santa Inés del Monte,32,152,15,10,2,5,0.853,0,0
20389,Oaxaca,Santa Inés Yatzeche,68,221,22,8,36,2,0.763,0,0
20390,Oaxaca,Santa Lucía del Camino,4276,22230,1461,1583,586,646,0.932,72,0
20391,Oaxaca,Santa Lucía Miahuatlán,77,322,40,21,15,1,0.772,0,0
20392,Oaxaca,Santa Lucía Monteverde,95,339,50,23,12,10,0.851,2,0
20393,Oaxaca,Santa Lucía Ocotlán,263,884,162,29,52,20,0.763,1,0
20394,Oaxaca,Santa María Alotepec,86,324,37,19,21,9,0.921,0,0
20395,Oaxaca,Santa María Apazco,81,309,17,18,46,0,0.709,1,0
20396,Oaxaca,Santa María la Asunción,180,609,43,23,100,14,0.815,0,0
20397,Oaxaca,Heroica Ciudad de Tlaxiaco,3556,14787,1763,954,355,484,0.867,42,0
20398,Oaxaca,Ayoquezco de Aldama,521,1775,255,97,99,70,0.9,4,1
20399,Oaxaca,Santa María Atzompa,2205,8289,749,494,732,230,0.94,13,0
20400,Oaxaca,Santa María Camotlán,134,463,70,35,20,9,0.833,1,0
20401,Oaxaca,Santa María Colotepec,2430,10784,815,620,307,688,0.962,31,0
20402,Oaxaca,Santa María Cortijo,105,379,45,17,26,17,0.937,0,0
20403,Oaxaca,Santa María Coyotepec,280,1578,125,61,41,53,0.929,1,0
20404,Oaxaca,Santa María Chachoápam,41,128,10,14,13,4,0.939,1,0
20405,Oaxaca,Villa de Chilapa de Díaz,116,610,56,22,31,7,0.858,0,0
20406,Oaxaca,Santa María Chilchotla,518,1818,243,95,131,49,0.892,7,0
20407,Oaxaca,Santa María Chimalapa,154,624,75,27,38,14,0.879,1,0
20408,Oaxaca,Santa María del Rosario,19,79,6,12,1,0,0.584,0,0
20409,Oaxaca,Santa María del Tule,876,4116,368,234,84,190,0.918,8,0
20410,Oaxaca,Santa María Ecatepec,52,282,15,18,16,3,0.904,2,0
20411,Oaxaca,Santa María Guelacé,83,358,31,21,21,10,0.951,0,0
20412,Oaxaca,Santa María Guienagati,233,793,82,33,66,52,0.964,1,0
20413,Oaxaca,Santa María Huatulco,4369,27244,1704,1215,482,968,0.938,65,1
20414,Oaxaca,Santa María Huazolotitlán,552,1908,185,78,228,61,0.903,3,0
20415,Oaxaca,Santa María Ipalapa,152,543,80,32,21,19,0.865,1,0
20416,Oaxaca,Santa María Ixcatlán,162,491,9,11,141,1,0.357,0,0
20417,Oaxaca,Santa María Jacatepec,126,457,62,30,17,17,0.888,1,0
20418,Oaxaca,Santa María Jalapa del Marqués,1185,4068,388,231,361,205,0.974,9,0
20419,Oaxaca,Santa María Jaltianguis,60,239,22,17,16,5,0.927,0,0
20420,Oaxaca,Santa María Lachixío,72,236,45,16,4,7,0.732,1,0
20421,Oaxaca,Santa María Mixtequilla,370,1531,133,72,64,101,0.97,2,0
20422,Oaxaca,Santa María Nativitas,29,109,5,13,11,0,0.743,1,0
20423,Oaxaca,Santa María Nduayaco,15,77,4,9,1,1,0.736,0,0
20424,Oaxaca,Santa María Ozolotepec,60,291,32,16,6,6,0.828,0,0
20425,Oaxaca,Santa María Pápalo,76,396,45,18,9,4,0.764,1,0
20426,Oaxaca,Santa María Peñoles,70,332,32,26,4,8,0.82,3,0
20427,Oaxaca,Santa María Petapa,415,1537,92,70,149,104,0.973,2,0
20428,Oaxaca,Santa María Quiegolani,59,239,23,20,12,4,0.895,0,0
20429,Oaxaca,Santa María Sola,81,292,31,20,20,10,0.95,1,0
20430,Oaxaca,Santa María Tataltepec,31,120,7,11,12,1,0.853,0,0
20431,Oaxaca,Santa María Tecomavaca,122,471,63,34,12,13,0.84,0,0
20432,Oaxaca,Santa María Temaxcalapa,69,249,33,18,10,8,0.889,1,0
20433,Oaxaca,Santa María Temaxcaltepec,98,353,33,18,38,9,0.912,1,0
20434,Oaxaca,Santa María Teopoxco,65,266,34,22,5,4,0.775,1,0
20435,Oaxaca,Santa María Tepantlali,135,484,51,51,13,20,0.897,2,1
20436,Oaxaca,Santa María Texcatitlán,240,759,18,16,206,0,0.365,1,0
20437,Oaxaca,Santa María Tlahuitoltepec,412,1847,187,80,106,39,0.901,3,0
20438,Oaxaca,Santa María Tlalixtac,98,361,42,20,24,12,0.93,0,0
20439,Oaxaca,Santa María Tonameca,2207,8726,781,576,347,503,0.971,26,0
20440,Oaxaca,Santa María Totolapilla,64,219,19,22,15,8,0.958,0,0
20441,Oaxaca,Santa María Xadani,1945,6201,285,154,1334,172,0.689,1,0
20442,Oaxaca,Santa María Yalina,30,117,8,16,4,2,0.82,0,0
20443,Oaxaca,Santa María Yavesía,36,180,11,15,7,3,0.904,0,0
20444,Oaxaca,Santa María Yolotepec,41,145,12,15,10,4,0.937,0,0
20445,Oaxaca,Santa María Yosoyúa,35,142,6,16,13,0,0.742,0,0
20446,Oaxaca,Santa María Yucuhiti,43,260,16,20,3,4,0.816,1,0
20447,Oaxaca,Santa María Zacatepec,857,2911,358,155,232,112,0.933,3,0
20448,Oaxaca,Santa María Zaniza,88,360,71,9,4,4,0.496,0,0
20449,Oaxaca,Santa María Zoquitlán,169,637,76,30,46,17,0.903,1,0
20450,Oaxaca,Santiago Amoltepec,191,723,134,30,13,14,0.659,1,0
20451,Oaxaca,Santiago Apoala,61,205,10,10,33,8,0.86,0,0
20452,Oaxaca,Santiago Apóstol,425,1381,142,43,211,29,0.814,1,0
20453,Oaxaca,Santiago Astata,284,1005,100,46,72,66,0.973,1,0
20454,Oaxaca,Santiago Atitlán,51,291,27,15,6,3,0.804,0,0
20455,Oaxaca,Santiago Ayuquililla,146,512,72,40,20,14,0.866,1,0
20456,Oaxaca,Santiago Cacaloxtepec,129,414,41,24,61,3,0.807,0,0
20457,Oaxaca,Santiago Camotlán,51,175,20,18,8,5,0.904,2,0
20458,Oaxaca,Santiago Comaltepec,50,192,22,21,4,3,0.791,0,0
20459,Oaxaca,Santiago Chazumba,295,1076,135,70,40,50,0.917,3,0
20460,Oaxaca,Santiago Choápam,102,338,45,27,24,6,0.88,6,0
20461,Oaxaca,Santiago del Río,32,138,13,11,7,1,0.847,0,0
20462,Oaxaca,Santiago Huajolotitlán,184,786,84,56,23,21,0.886,2,0
20463,Oaxaca,Santiago Huauclilla,32,133,10,18,3,1,0.734,0,0
20464,Oaxaca,Santiago Ihuitlán Plumas,34,129,11,12,9,2,0.903,0,0
20465,Oaxaca,Santiago Ixcuintepec,80,318,39,20,9,12,0.885,0,0
20466,Oaxaca,Santiago Ixtayutla,237,802,135,28,55,19,0.804,2,0
20467,Oaxaca,Santiago Jamiltepec,1396,5347,521,322,302,251,0.971,10,0
20468,Oaxaca,Santiago Jocotepec,155,541,69,27,40,19,0.917,0,0
20469,Oaxaca,Santiago Juxtlahuaca,1782,6779,849,482,169,282,0.882,17,0
20470,Oaxaca,Santiago Lachiguiri,148,538,69,35,28,16,0.903,1,0
20471,Oaxaca,Santiago Lalopa,41,177,13,19,7,2,0.844,0,0
